client_id,attrition_flag,months_on_book,products_num_held_by_client,inactive_months_in_last_year,contacts_in_last_year,average_open_to_buy_credit_line,total_transaction_amount_change_q4_q1,total_transaction_amount_last_year,total_transaction_count_last_year,total_trasaction_count_change_q4_q1,average_card_utilazation_ratio
718064283,Existing Customer,34,4,3,0,10788.0,0.84,1481.0,41,1,0.062
718065333,Existing Customer,29,4,4,3,414.0,0.613,3711.0,81,1,0.826
718067658,Existing Customer,40,6,3,1,3998.0,0.638,4223.0,79,1,0.0
718068933,Existing Customer,36,5,2,4,4229.0,0.837,2155.0,61,1,0.265
718071933,Existing Customer,36,4,2,3,2269.0,0.872,15842.0,130,1,0.454
718072758,Existing Customer,45,5,2,1,656.0,0.708,4030.0,73,1,0.793
718076733,Existing Customer,31,4,3,3,24654.0,0.684,3101.0,73,1,0.045
718078008,Existing Customer,36,3,2,1,20304.0,0.809,7494.0,85,1,0.0
718080558,Attrited Customer,36,6,3,3,4720.0,0.978,8798.0,67,1,0.0
718082208,Existing Customer,30,5,3,4,4118.0,1.018,1717.0,50,1,0.363
718083483,Existing Customer,35,4,5,0,4084.0,1.25,2086.0,50,1,0.343
718086783,Existing Customer,36,2,2,1,13478.0,0.929,4738.0,56,1,0.0
718088133,Existing Customer,36,6,1,0,1287.0,1.062,1901.0,27,1,0.452
718090233,Attrited Customer,36,3,3,3,8144.0,0.735,2804.0,37,1,0.187
718093233,Existing Customer,45,3,3,3,2163.0,0.816,1349.0,47,1,0.0
718096608,Existing Customer,30,1,2,3,4952.0,0.915,13836.0,113,1,0.28
718100808,Existing Customer,37,2,3,1,13922.0,0.705,7395.0,100,1,0.129
718102758,Existing Customer,36,2,1,3,2059.0,0.978,14071.0,101,1,0.351
718103733,Existing Customer,31,4,3,4,2001.0,0.898,4253.0,66,1,0.318
718108758,Existing Customer,36,3,1,2,4280.0,0.479,4538.0,86,1,0.291
718109808,Existing Customer,25,4,3,0,4479.0,0.753,4599.0,89,1,0.2
718110858,Attrited Customer,36,2,3,5,1606.0,0.87,2628.0,41,1,0.0
718113633,Attrited Customer,36,1,2,3,34516.0,0.377,5603.0,56,0,0.0
718115733,Existing Customer,36,4,1,3,7493.0,0.321,1627.0,27,1,0.171
718116933,Existing Customer,36,2,3,1,808.3,0.667,4704.0,79,1,0.438
718121658,Attrited Customer,44,5,3,3,1704.0,0.701,660.0,17,0,0.0
718123608,Existing Customer,36,2,1,2,23531.0,0.741,16485.0,104,1,0.075
718127958,Existing Customer,36,4,2,2,7441.0,0.813,4174.0,85,1,0.182
718133733,Existing Customer,36,3,1,1,5777.0,0.616,4100.0,76,1,0.21
718136283,Existing Customer,36,3,1,4,20588.0,0.506,1541.0,29,0,0.069
718137183,Existing Customer,38,4,2,3,1080.0,1.044,5379.0,92,1,0.676
718140783,Existing Customer,36,4,5,2,8836.0,0.655,18484.0,108,1,0.165
718141983,Existing Customer,43,6,3,1,588.0,0.81,5187.0,89,1,0.688
718142958,Existing Customer,27,3,3,2,20879.0,0.566,5623.0,94,1,0.044
718146258,Existing Customer,41,4,3,1,1959.0,0.454,3737.0,71,1,0.0
718147233,Existing Customer,31,2,2,3,3015.0,0.514,4999.0,95,1,0.338
718148358,Attrited Customer,36,2,3,3,1572.0,0.74,2447.0,41,1,0.0
718152333,Attrited Customer,36,2,3,6,2246.0,0.725,3607.0,51,1,0.0
718153233,Existing Customer,36,3,2,2,21950.0,0.632,3764.0,60,1,0.066
718160358,Attrited Customer,39,5,3,2,1438.3,0.885,2492.0,35,0,0.0
718161708,Existing Customer,34,5,1,2,6062.0,0.632,14908.0,100,1,0.198
718162908,Existing Customer,42,3,2,1,25487.0,0.397,1472.0,48,0,0.024
718163808,Existing Customer,24,6,3,4,11309.0,0.474,4809.0,71,0,0.0
718164858,Existing Customer,34,5,3,2,740.0,0.847,4642.0,97,1,0.634
718165758,Existing Customer,32,6,3,1,786.0,0.726,5466.0,85,1,0.674
718170033,Existing Customer,23,4,1,2,8348.0,0.695,15905.0,111,1,0.0
718171308,Attrited Customer,36,6,3,4,1984.0,0.89,2506.0,46,1,0.0
718174908,Existing Customer,36,4,3,2,1807.0,0.522,1458.0,29,1,0.572
718178583,Existing Customer,29,3,3,1,3106.0,0.607,4663.0,78,1,0.341
718181433,Existing Customer,56,6,1,2,7252.0,1.11,2688.0,88,1,0.167
718183833,Existing Customer,18,4,2,1,1438.3,0.6,4322.0,68,1,0.0
718184883,Existing Customer,34,5,2,2,1495.0,0.802,3878.0,63,1,0.0
718186233,Existing Customer,26,4,2,3,2263.0,0.79,3989.0,71,1,0.3
718187508,Existing Customer,36,3,4,3,1228.0,0.679,4208.0,68,1,0.526
718188858,Existing Customer,36,5,1,2,1440.0,0.874,4964.0,84,1,0.432
718189908,Existing Customer,31,2,2,3,21846.0,0.749,7885.0,86,1,0.089
718191483,Existing Customer,35,6,3,2,3703.0,0.68,3555.0,75,0,0.269
718192608,Existing Customer,36,1,1,2,14376.0,0.829,13819.0,106,1,0.074
718193958,Existing Customer,53,5,3,2,674.0,0.652,1650.0,53,1,0.719
718194858,Existing Customer,35,5,2,3,454.0,0.816,4940.0,88,1,0.766
718197108,Attrited Customer,36,5,3,3,12342.0,0.431,1430.0,37,0,0.0
718199133,Existing Customer,36,3,2,2,4283.0,0.448,1519.0,31,1,0.345
718200333,Existing Customer,41,3,3,0,777.0,0.79,7471.0,87,1,0.732
718201383,Existing Customer,43,6,3,4,20476.0,0.555,2139.0,48,1,0.071
718202658,Existing Customer,36,3,2,3,8602.0,0.749,5265.0,98,1,0.085
718205283,Existing Customer,37,6,3,1,1438.3,0.777,5035.0,76,1,0.0
718206783,Existing Customer,36,6,1,3,14339.0,0.732,1436.0,36,1,0.103
718208358,Existing Customer,31,4,3,4,33686.0,0.54,3789.0,57,1,0.024
718211208,Existing Customer,36,6,3,2,1599.0,0.577,4109.0,69,1,0.513
718212633,Existing Customer,36,5,2,1,716.0,0.858,3635.0,79,1,0.757
718215033,Existing Customer,36,6,2,4,296.0,0.487,1401.0,30,1,0.884
718216008,Existing Customer,38,5,2,3,14763.0,0.629,3275.0,60,1,0.127
718220358,Attrited Customer,36,2,3,4,28618.0,0.685,1712.0,41,0,0.0
718225683,Existing Customer,49,5,2,2,33425.0,0.64,15274.0,108,1,0.032
718227033,Existing Customer,30,3,1,2,4249.0,1.264,2565.0,53,1,0.286
718229133,Existing Customer,41,6,2,4,23742.0,0.769,3783.0,57,1,0.0
718230933,Attrited Customer,36,5,2,3,378.3,0.301,1253.0,29,0,0.737
718242333,Existing Customer,36,5,3,2,8394.0,0.778,2568.0,69,1,0.178
718243533,Existing Customer,36,3,3,4,2648.0,0.715,3880.0,74,1,0.0
718244958,Existing Customer,26,5,2,2,7370.0,0.696,1989.0,37,0,0.145
718246458,Existing Customer,45,2,1,2,22278.0,0.805,8241.0,105,1,0.082
718250883,Attrited Customer,51,3,3,3,2478.0,0.573,2312.0,49,1,0.361
718252533,Attrited Customer,18,5,1,1,3207.0,0.705,7292.0,68,1,0.237
718256658,Existing Customer,38,6,5,1,2728.0,0.879,4554.0,75,1,0.0
718259433,Attrited Customer,40,1,4,2,8383.0,1.036,5460.0,63,1,0.0
718263108,Attrited Customer,32,3,3,2,236.0,0.919,2829.0,42,1,0.861
718264233,Existing Customer,13,4,1,4,787.0,1.583,2449.0,56,1,0.46
718265658,Existing Customer,36,3,1,2,593.0,0.811,4130.0,80,1,0.717
718267233,Existing Customer,38,4,3,3,32601.0,0.625,3828.0,65,1,0.055
718270833,Existing Customer,40,6,3,3,12411.0,0.864,4100.0,74,1,0.113
718271958,Existing Customer,34,5,1,4,4930.0,0.655,4465.0,63,1,0.23
718274283,Existing Customer,36,5,1,3,2780.0,0.565,2469.0,67,1,0.0
718276758,Existing Customer,40,2,1,2,3815.0,0.723,8226.0,97,1,0.189
718279008,Attrited Customer,36,5,2,3,25276.0,0.849,2282.0,38,1,0.0
718279983,Existing Customer,36,1,3,2,2550.0,0.875,4770.0,74,1,0.494
718281408,Existing Customer,25,3,1,2,3532.0,1.134,1534.0,29,1,0.262
718282983,Existing Customer,47,6,3,3,819.0,0.795,4522.0,75,0,0.734
718284408,Existing Customer,30,5,2,2,963.0,0.609,3970.0,68,1,0.601
718285308,Existing Customer,31,6,3,1,1438.3,0.561,3576.0,55,1,0.0
718286658,Existing Customer,22,5,3,1,24153.0,1.01,4059.0,80,1,0.045
718288833,Existing Customer,36,1,3,3,4715.0,0.86,14643.0,127,1,0.157
718291233,Existing Customer,33,5,1,3,15310.0,0.479,4314.0,67,1,0.057
718292283,Existing Customer,42,1,3,1,1446.0,0.804,8254.0,75,1,0.577
718296558,Attrited Customer,31,4,3,5,364.0,0.774,2345.0,33,0,0.785
718297683,Attrited Customer,50,1,0,3,4085.0,0.787,7597.0,71,1,0.0
718298733,Existing Customer,29,3,3,2,12978.0,0.628,14134.0,85,1,0.0
718299933,Existing Customer,30,3,3,4,3594.0,0.69,15903.0,100,1,0.171
718301508,Existing Customer,30,6,3,2,7663.0,0.587,1457.0,43,1,0.187
718303683,Attrited Customer,23,4,2,2,853.0,0.813,2622.0,60,1,0.488
718304583,Attrited Customer,33,1,3,2,33431.0,1.047,4805.0,54,1,0.031
718306308,Existing Customer,36,1,2,3,26191.0,0.754,8147.0,81,1,0.064
718307433,Existing Customer,36,5,1,4,5127.0,1.085,2025.0,36,1,0.292
718308558,Existing Customer,37,2,6,1,683.0,0.742,7688.0,93,0,0.628
718310733,Existing Customer,36,4,3,1,20614.0,0.926,1922.0,48,1,0.0
718311933,Attrited Customer,37,6,2,2,1202.0,0.666,2587.0,43,1,0.677
718316058,Existing Customer,38,3,3,1,12356.0,0.878,14826.0,99,1,0.1
718317258,Existing Customer,47,3,3,3,5517.0,1.008,3618.0,76,1,0.262
718318383,Existing Customer,36,6,3,4,1146.0,0.67,4251.0,69,1,0.567
718320933,Existing Customer,36,2,3,1,9572.0,0.842,8257.0,96,1,0.197
718324983,Existing Customer,49,5,3,3,479.0,0.874,4522.0,83,1,0.707
718325883,Existing Customer,32,6,3,2,5821.0,1.181,1241.0,22,1,0.246
718328283,Existing Customer,36,2,1,3,2430.0,0.646,12631.0,100,1,0.387
718329183,Existing Customer,47,1,3,2,1745.0,0.682,3943.0,75,1,0.591
718333983,Attrited Customer,36,2,2,3,11475.0,1.078,9040.0,63,1,0.162
718337733,Existing Customer,40,2,1,1,32690.0,0.718,14994.0,121,1,0.053
718338708,Existing Customer,38,5,2,2,5481.0,0.784,3380.0,73,1,0.0
718342158,Attrited Customer,26,2,2,2,2458.0,0.579,1849.0,36,0,0.44
718343058,Existing Customer,40,1,2,3,2723.0,0.78,14161.0,105,1,0.48
718344033,Existing Customer,35,4,3,2,2626.0,0.596,1564.0,59,1,0.278
718345233,Existing Customer,35,6,3,3,723.0,0.636,1904.0,41,1,0.777
718346658,Existing Customer,37,3,2,4,606.0,0.689,1861.0,51,1,0.691
718349058,Existing Customer,39,3,3,2,28516.0,0.512,1193.0,21,1,0.039
718350033,Existing Customer,36,3,2,2,1188.0,1.111,2909.0,58,2,0.613
718352358,Attrited Customer,35,3,3,2,1914.0,0.677,2687.0,41,0,0.0
718353633,Attrited Customer,36,2,3,2,34516.0,1.032,5547.0,75,1,0.0
718354683,Existing Customer,45,6,3,3,20133.0,0.681,3646.0,77,1,0.057
718357458,Existing Customer,36,2,3,0,3862.0,0.807,15282.0,125,1,0.0
718358808,Existing Customer,50,5,3,5,3276.0,0.972,3758.0,61,1,0.0
718360083,Existing Customer,36,6,3,2,23992.0,0.973,2443.0,70,1,0.07
718361583,Existing Customer,36,3,3,5,8242.0,0.434,1559.0,44,0,0.0
718362783,Attrited Customer,27,3,2,3,12643.0,0.393,787.0,21,0,0.0
718364283,Existing Customer,30,3,2,4,19711.0,1.037,3602.0,72,1,0.0
718366983,Existing Customer,31,6,2,4,16138.0,0.76,3504.0,64,1,0.132
718368333,Existing Customer,13,6,1,2,4924.0,0.678,3323.0,61,1,0.138
718370733,Existing Customer,35,2,3,3,6074.0,0.782,4504.0,90,1,0.0
718372458,Existing Customer,30,3,2,5,2012.0,0.595,14501.0,92,1,0.461
718373658,Existing Customer,28,6,3,0,3378.0,1.047,3817.0,81,1,0.422
718376583,Attrited Customer,44,4,3,2,33765.0,0.357,5806.0,40,0,0.022
718379358,Existing Customer,28,3,1,3,32499.0,0.93,8453.0,90,1,0.058
718383183,Existing Customer,39,2,1,1,1366.0,0.809,14397.0,117,1,0.641
718384233,Existing Customer,39,4,2,2,16967.0,0.723,4258.0,58,1,0.049
718388733,Existing Customer,32,2,3,3,1350.0,0.871,8677.0,96,1,0.483
718394658,Existing Customer,22,3,1,1,1790.0,0.764,2366.0,62,1,0.579
718396533,Existing Customer,38,5,3,3,6629.0,0.806,4527.0,83,1,0.19
718397658,Existing Customer,36,6,3,2,2884.0,0.745,3627.0,61,1,0.299
718399233,Existing Customer,36,6,3,1,1531.0,0.704,4152.0,77,1,0.0
718403358,Existing Customer,33,4,2,1,4714.0,0.865,3912.0,67,1,0.348
718404783,Attrited Customer,49,5,2,4,6996.0,0.871,2384.0,33,0,0.0
718410258,Existing Customer,28,5,4,4,13441.0,0.513,4207.0,80,1,0.0
718414008,Existing Customer,36,3,2,2,33493.0,1.004,1064.0,13,1,0.03
718415133,Existing Customer,25,6,1,3,11352.0,1.324,1601.0,34,1,0.0
718416858,Existing Customer,34,3,3,3,8090.0,1.197,1903.0,40,1,0.237
718418958,Attrited Customer,36,6,2,4,5061.0,0.911,1309.0,38,0,0.0
718420308,Existing Customer,36,3,1,3,1739.0,0.724,4208.0,75,1,0.488
718421808,Existing Customer,43,6,3,2,1303.0,0.853,4611.0,73,1,0.575
718423533,Existing Customer,50,6,3,4,15610.0,0.55,2983.0,74,1,0.07
718425333,Existing Customer,32,1,1,3,25162.0,0.816,14450.0,111,1,0.062
718426533,Existing Customer,32,4,1,2,5504.0,0.62,1364.0,32,1,0.0
718428033,Existing Customer,41,6,2,1,2887.0,0.752,3395.0,70,1,0.348
718431258,Existing Customer,28,4,3,3,1623.0,0.892,3662.0,74,1,0.481
718433508,Existing Customer,30,2,5,2,362.0,0.801,8097.0,88,1,0.854
718435158,Existing Customer,40,5,1,4,34516.0,0.986,1930.0,36,0,0.0
718436133,Existing Customer,36,5,2,3,1124.0,0.935,4289.0,71,1,0.525
718437033,Attrited Customer,30,4,3,2,757.3,0.731,2527.0,38,1,0.473
718441308,Existing Customer,31,3,1,3,6293.0,0.627,4933.0,68,1,0.235
718444233,Existing Customer,25,3,3,2,8480.0,0.704,1649.0,59,1,0.134
718445883,Existing Customer,36,3,2,4,4370.0,0.65,1617.0,26,1,0.363
718451133,Existing Customer,40,4,5,4,13538.0,0.784,3899.0,68,1,0.095
718452633,Attrited Customer,36,4,3,3,1931.0,0.695,2569.0,46,0,0.0
718455633,Existing Customer,55,4,3,2,4952.0,0.656,16328.0,124,1,0.337
718457058,Existing Customer,35,1,1,1,925.0,0.62,7801.0,74,1,0.731
718458858,Attrited Customer,29,2,3,6,34516.0,0.434,3526.0,53,1,0.0
718460958,Existing Customer,35,3,3,4,1427.0,1.103,4498.0,64,1,0.565
718464258,Existing Customer,25,2,2,2,8430.0,0.701,1007.0,22,1,0.114
718465458,Existing Customer,31,6,1,4,4550.0,0.64,1002.0,21,1,0.229
718466883,Existing Customer,25,6,1,2,1071.0,0.587,4237.0,79,1,0.602
718468158,Existing Customer,25,6,2,3,7704.0,1.408,2261.0,37,1,0.172
718469658,Existing Customer,22,4,3,3,6931.0,0.521,4094.0,85,1,0.126
718471758,Existing Customer,37,5,2,2,28925.0,0.684,3193.0,69,1,0.066
718473558,Attrited Customer,18,5,3,4,8668.0,0.275,1402.0,38,0,0.0
718474683,Existing Customer,24,3,3,2,7958.0,1.408,3092.0,67,1,0.212
718476033,Existing Customer,56,5,3,5,17775.0,0.716,2444.0,49,1,0.117
718477983,Existing Customer,42,4,2,3,330.3,0.782,4776.0,90,1,0.77
718478883,Existing Customer,36,4,1,3,3123.0,0.513,4424.0,81,1,0.0
718481283,Existing Customer,43,5,1,3,708.0,0.539,5210.0,73,1,0.611
718484283,Existing Customer,36,6,1,4,961.0,0.685,1409.0,49,1,0.724
718486608,Existing Customer,36,2,2,2,19648.0,0.688,13930.0,96,1,0.068
718487958,Existing Customer,41,5,3,0,1496.0,0.763,3971.0,76,1,0.466
718488783,Existing Customer,30,2,2,2,3101.0,0.532,4821.0,66,1,0.354
718489608,Existing Customer,36,6,2,2,485.0,0.752,4668.0,69,1,0.801
718490658,Existing Customer,36,4,1,3,2770.0,0.816,1142.0,28,1,0.447
718491708,Existing Customer,38,2,3,3,15157.0,0.76,7642.0,89,1,0.086
718492908,Existing Customer,36,1,2,3,1743.0,0.605,4636.0,86,1,0.471
718496283,Existing Customer,31,6,2,3,28542.0,0.712,15998.0,121,1,0.072
718497033,Existing Customer,36,5,3,3,31733.0,0.735,3723.0,53,1,0.0
718500633,Existing Customer,36,5,1,1,6028.0,1.161,3270.0,58,1,0.239
718501983,Existing Customer,36,5,6,1,4833.0,0.57,4682.0,89,1,0.188
718503108,Existing Customer,26,3,3,1,12052.0,0.437,3792.0,77,1,0.142
718504233,Attrited Customer,30,2,2,3,288.0,0.735,3423.0,48,1,0.862
718504983,Existing Customer,37,6,2,2,6091.0,0.56,3340.0,60,1,0.0
718505958,Existing Customer,31,5,3,3,32817.0,0.771,1628.0,38,1,0.049
718508883,Attrited Customer,36,6,3,3,2087.0,0.64,2306.0,47,1,0.102
718509858,Existing Customer,37,3,1,4,4786.0,0.789,4347.0,69,1,0.0
718510983,Existing Customer,41,1,3,2,4440.0,0.639,3720.0,89,1,0.0
718513233,Existing Customer,48,1,3,3,16138.0,0.791,4740.0,78,1,0.103
718514283,Existing Customer,36,5,2,2,644.3,0.807,3895.0,67,1,0.552
718515483,Attrited Customer,52,2,3,5,1053.0,0.69,3289.0,47,1,0.705
718516533,Existing Customer,36,6,2,3,390.0,0.693,3944.0,78,1,0.849
718518858,Existing Customer,39,4,3,3,456.0,0.901,5056.0,81,1,0.753
718521258,Existing Customer,41,6,3,4,18178.0,0.744,3445.0,76,1,0.0
718522308,Existing Customer,29,6,1,3,13385.0,0.817,4045.0,72,1,0.067
718524783,Attrited Customer,34,1,3,4,29715.0,0.399,2128.0,39,0,0.0
718528008,Existing Customer,47,2,3,1,2385.0,0.857,14432.0,106,1,0.38
718528833,Existing Customer,43,2,3,2,28347.0,0.8,8879.0,101,1,0.06
718530258,Existing Customer,36,3,1,2,575.0,0.799,7249.0,86,1,0.71
718531983,Existing Customer,41,1,3,3,7891.0,0.741,13810.0,124,1,0.208
718535733,Existing Customer,25,3,3,1,1711.0,1.108,4928.0,79,1,0.545
718538958,Existing Customer,43,6,3,4,1844.0,0.729,4564.0,82,1,0.0
718540308,Existing Customer,36,5,3,0,21413.0,0.871,4263.0,62,1,0.033
718542858,Existing Customer,36,6,3,2,9594.0,0.786,4623.0,84,1,0.094
718545033,Existing Customer,17,4,2,2,475.0,0.744,5146.0,78,1,0.767
718547358,Existing Customer,52,4,3,2,936.0,0.735,3863.0,69,1,0.65
718548558,Existing Customer,42,1,1,3,874.0,0.927,4272.0,70,1,0.7
718555308,Existing Customer,51,3,4,3,3095.0,0.787,4845.0,88,1,0.187
718558758,Attrited Customer,22,1,2,2,2298.0,0.175,3922.0,51,1,0.381
718561458,Existing Customer,36,4,1,4,18825.0,0.907,1306.0,26,0,0.061
718563483,Existing Customer,14,3,2,3,1548.0,0.828,2611.0,64,0,0.0
718565733,Existing Customer,36,3,2,4,1884.0,0.825,4423.0,67,1,0.484
718566858,Existing Customer,36,3,2,2,1438.3,0.757,5005.0,79,1,0.0
718567758,Existing Customer,32,3,4,2,9348.0,0.702,7332.0,92,1,0.125
718569258,Existing Customer,36,5,3,3,1055.0,0.624,4170.0,73,1,0.48
718570158,Existing Customer,44,3,3,2,384.0,0.608,4731.0,83,1,0.868
718572408,Existing Customer,36,5,2,3,1964.0,0.722,4774.0,92,1,0.261
718574808,Existing Customer,17,4,3,4,585.0,0.612,4327.0,74,1,0.759
718576908,Existing Customer,36,4,1,3,29939.0,0.963,4305.0,63,1,0.0
718577958,Attrited Customer,26,2,3,4,8906.0,0.315,809.0,15,0,0.0
718578708,Existing Customer,38,3,3,1,32954.0,0.618,14212.0,100,1,0.045
718579833,Existing Customer,26,2,2,1,2837.0,0.926,13674.0,101,1,0.467
718582158,Existing Customer,35,3,3,4,8927.0,0.705,4183.0,74,1,0.161
718583133,Existing Customer,39,4,2,0,3408.0,0.65,3598.0,75,1,0.224
718586133,Existing Customer,31,6,1,3,2639.0,0.892,4892.0,85,1,0.0
718587858,Existing Customer,31,3,1,4,9874.0,0.465,1642.0,39,1,0.171
718589133,Existing Customer,56,6,2,2,2994.0,0.697,2328.0,62,1,0.351
718590183,Existing Customer,47,1,3,3,597.0,0.825,5067.0,69,1,0.606
718594608,Existing Customer,36,3,3,3,18397.0,0.476,1362.0,28,1,0.087
718595583,Existing Customer,36,3,2,3,24145.0,0.438,1777.0,54,1,0.067
718596858,Existing Customer,45,5,3,1,945.0,0.825,5220.0,78,1,0.72
718599108,Existing Customer,39,5,3,2,2058.0,0.514,4419.0,64,1,0.363
718602708,Existing Customer,33,3,3,2,14810.0,0.763,3475.0,82,1,0.094
718607883,Existing Customer,30,4,2,2,15373.0,0.983,4831.0,81,1,0.141
718611333,Existing Customer,36,6,1,0,4421.0,0.696,4475.0,91,1,0.309
718612758,Existing Customer,36,3,1,2,33577.0,0.826,15552.0,107,1,0.027
718614183,Attrited Customer,31,6,2,2,13651.0,1.046,9772.0,71,1,0.0
718618458,Existing Customer,25,5,1,4,8554.0,0.722,4345.0,72,1,0.132
718619883,Existing Customer,36,2,2,2,788.0,1.674,1305.0,24,3,0.473
718621608,Attrited Customer,44,3,3,1,6094.0,1.129,909.0,14,0,0.0
718622658,Existing Customer,34,3,2,3,14217.0,0.632,4472.0,86,1,0.107
718623783,Existing Customer,36,6,3,2,25610.0,0.487,1535.0,38,0,0.057
718626033,Attrited Customer,39,2,3,2,10061.0,0.787,2802.0,52,1,0.0
718627458,Existing Customer,38,3,4,2,1947.0,0.838,2119.0,52,1,0.0
718629858,Existing Customer,32,5,5,3,4708.0,0.718,4597.0,89,1,0.0
718632933,Existing Customer,46,1,5,1,1552.0,0.762,4731.0,71,1,0.0
718634058,Existing Customer,31,2,2,1,6896.0,0.877,14844.0,100,1,0.1
718637208,Existing Customer,43,3,2,1,632.0,0.56,1689.0,36,1,0.687
718640508,Existing Customer,46,4,1,2,1433.0,0.74,1456.0,36,1,0.529
718641483,Existing Customer,42,3,1,1,1295.0,0.639,4519.0,72,1,0.461
718642458,Existing Customer,36,6,1,0,805.0,0.596,2992.0,72,1,0.621
718645308,Existing Customer,36,3,3,3,1089.0,0.674,4730.0,89,1,0.529
718650258,Existing Customer,47,2,3,1,3936.0,0.905,12956.0,97,1,0.36
718651083,Existing Customer,25,4,1,4,9815.0,0.708,2461.0,68,1,0.05
718653333,Attrited Customer,33,1,3,3,1833.0,0.549,2037.0,31,0,0.0
718654533,Existing Customer,24,5,2,2,12956.0,1.053,2492.0,56,1,0.0
718655808,Existing Customer,36,3,3,2,11744.0,0.839,16161.0,105,1,0.093
718657083,Existing Customer,36,4,3,1,4696.0,0.732,4828.0,62,2,0.0
718661958,Existing Customer,28,1,1,3,32899.0,0.625,13083.0,93,1,0.047
718663983,Existing Customer,36,2,2,2,949.0,0.699,13140.0,94,1,0.726
718665033,Attrited Customer,36,2,3,4,34140.0,0.877,8177.0,76,1,0.0
718665933,Existing Customer,30,3,1,2,31999.0,0.77,7437.0,86,1,0.073
718670808,Existing Customer,51,6,1,0,1438.3,0.715,4817.0,81,1,0.0
718672233,Existing Customer,38,3,2,2,21768.0,0.713,3395.0,63,0,0.054
718673358,Attrited Customer,30,5,3,4,12062.0,0.728,2137.0,52,0,0.112
718675158,Attrited Customer,36,4,1,3,1077.3,0.963,850.0,22,1,0.251
718676283,Existing Customer,34,6,2,3,7109.0,0.555,3779.0,72,1,0.189
718677858,Existing Customer,27,4,2,2,1230.0,0.854,4571.0,72,1,0.461
718682883,Existing Customer,34,3,3,1,16661.0,1.0,4478.0,76,1,0.128
718685358,Existing Customer,44,6,1,4,1438.3,0.827,4488.0,84,1,0.0
718686558,Existing Customer,43,3,2,1,33360.0,0.633,3974.0,65,1,0.033
718689258,Existing Customer,29,5,2,3,592.0,0.778,4203.0,87,1,0.65
718692258,Existing Customer,34,1,3,1,2164.0,0.883,14402.0,110,1,0.424
718693683,Existing Customer,53,4,1,3,213.0,0.84,3918.0,74,1,0.912
718694658,Existing Customer,32,2,1,3,27080.0,0.748,7523.0,90,1,0.056
718696458,Existing Customer,42,4,2,3,782.0,0.668,3822.0,68,1,0.611
718697583,Existing Customer,36,6,3,2,19629.0,0.766,4073.0,79,1,0.0
718698558,Existing Customer,34,2,2,2,4066.0,0.611,7739.0,106,0,0.246
718699683,Existing Customer,36,6,2,2,34516.0,0.691,1733.0,54,1,0.0
718702908,Existing Customer,36,6,2,1,502.0,0.92,4312.0,84,1,0.675
718707933,Attrited Customer,35,4,3,4,1807.0,0.884,2750.0,51,1,0.175
718708908,Existing Customer,36,6,2,4,3617.0,0.543,1426.0,29,1,0.394
718711158,Attrited Customer,36,1,2,3,1324.0,0.841,2680.0,51,1,0.655
718712583,Existing Customer,33,3,1,1,32831.0,0.883,8092.0,80,1,0.048
718715583,Existing Customer,56,4,2,4,1308.0,0.81,1256.0,35,1,0.436
718726833,Existing Customer,28,4,2,4,3327.0,1.089,1665.0,36,1,0.0
718728108,Existing Customer,30,1,3,1,28280.0,0.8,14887.0,119,1,0.053
718730283,Existing Customer,18,5,3,3,480.0,0.767,4891.0,68,1,0.715
718731183,Attrited Customer,49,1,2,2,4684.0,0.526,705.0,14,0,0.144
718732833,Attrited Customer,48,4,2,2,1020.0,0.344,3967.0,42,0,0.633
718734408,Existing Customer,45,3,4,3,1496.0,0.768,4823.0,62,1,0.384
718735908,Attrited Customer,35,3,4,3,7015.0,0.456,1799.0,51,1,0.0
718736883,Existing Customer,36,4,1,4,2270.0,0.835,3421.0,61,1,0.476
718737708,Existing Customer,33,3,5,3,30256.0,0.673,4202.0,66,1,0.038
718739508,Existing Customer,39,6,2,4,4238.0,0.66,3863.0,67,1,0.223
718742808,Attrited Customer,46,2,4,3,3919.0,0.788,2877.0,49,1,0.153
718744008,Existing Customer,36,3,2,3,5207.0,0.397,1217.0,20,1,0.178
718746933,Existing Customer,47,6,3,4,843.0,0.547,3441.0,66,1,0.706
718748133,Existing Customer,23,5,1,0,2591.0,0.61,3876.0,67,1,0.0
718751133,Existing Customer,26,4,1,4,747.0,0.868,1670.0,30,1,0.765
718755483,Existing Customer,36,3,2,1,6358.0,0.653,5082.0,86,1,0.131
718756533,Existing Customer,41,1,2,1,11859.0,0.753,8963.0,105,1,0.112
718757808,Existing Customer,46,4,3,3,1642.0,0.497,3875.0,67,1,0.439
718758783,Existing Customer,36,2,3,3,11124.0,0.85,15172.0,118,1,0.149
718759833,Existing Customer,35,4,3,2,32643.0,1.3,1058.0,24,2,0.0
718762308,Existing Customer,36,6,2,3,4496.0,1.041,3668.0,60,1,0.321
718764708,Existing Customer,36,1,4,3,7499.0,0.741,14223.0,103,1,0.153
718766058,Attrited Customer,36,1,2,2,1438.3,0.65,2123.0,37,1,0.0
718767183,Existing Customer,36,6,3,1,728.0,0.66,4905.0,89,1,0.668
718768158,Existing Customer,48,3,1,2,3539.0,0.781,1336.0,23,0,0.0
718772133,Existing Customer,47,6,3,3,9148.0,0.658,1484.0,34,1,0.106
718773333,Existing Customer,40,3,2,2,3340.0,0.94,7548.0,89,1,0.35
